Equipment Condition,Number of Equipment,Equipment Service Time,Materials Quantity,Materials Transport Environment,Materials Procurement,Worker Capability,Worker Sense of Responsibility,Worker Health,Worker Experience,Worker Education,Worker Training,Worker Expertise,Worker Motivation,Worker Attitude,Work Space,Prefabrication,Working Field Accessibility,Advance Work,Work Method,Work Environment,Crew Composition,Work Difficulty,Work Quantity,Manager Capability,Management System,Construction Plan,Design Documents,Permission,Work Order,Claim,Safety/Accidents,Work Delay,Rework,Work Continuity,Information Technology,Productivity,Productivity
4,3,1,4,1,4,2,3,1,4,4,5,1,4,5,2,4,4,3,3,5,2,5,5,3,3,4,1,2,1,4,4,2,2,3,3,44.756,44.756
5,2,4,2,5,4,1,3,5,1,4,1,3,2,5,1,4,1,3,2,2,2,3,1,1,2,5,2,4,5,3,1,3,1,5,3,39.152,39.152
5,4,4,5,2,3,5,4,4,4,2,1,3,1,4,1,4,3,2,5,2,1,5,1,5,1,4,5,4,4,5,5,3,2,5,2,46.912,46.912
3,3,1,3,2,2,5,4,4,3,3,4,2,1,1,1,3,4,2,1,3,3,5,3,2,4,5,4,4,1,4,1,5,1,2,3,40.416,40.416
3,4,2,3,3,4,3,2,4,2,1,3,2,1,2,1,2,4,3,5,2,2,1,5,3,3,4,1,3,2,1,3,1,3,5,1,36.926,36.926
2,3,3,3,2,5,5,4,3,1,5,1,3,2,1,4,4,2,3,4,1,5,3,4,5,4,1,5,4,5,1,4,5,3,2,5,47.224,47.224
5,3,4,4,4,3,4,1,5,1,5,4,1,1,5,4,5,4,2,5,1,2,1,3,5,4,2,2,4,4,5,4,3,3,5,1,46.422,46.422
1,3,4,4,5,5,4,1,5,3,2,5,1,2,2,4,1,4,3,1,4,2,5,3,5,1,3,1,3,4,5,3,1,1,2,5,42.347,42.347
3,1,5,5,1,5,2,2,4,1,1,1,4,1,1,2,3,3,1,4,1,4,3,1,3,2,3,4,4,2,3,3,2,2,1,4,36.39,36.39
3,2,5,2,1,1,1,3,3,5,4,4,4,4,4,2,3,3,5,2,4,4,5,1,1,4,1,5,1,2,5,1,2,1,2,5,42.421,42.421
4,1,4,1,3,3,4,3,5,4,1,4,2,1,3,2,3,4,2,5,2,1,5,2,4,1,1,4,4,5,4,4,5,2,4,3,43.471,43.471
3,3,1,2,2,1,4,5,5,5,3,2,3,1,4,4,1,4,4,5,4,3,1,3,3,2,4,2,1,2,3,3,3,2,3,3,41.992,41.992
4,1,1,4,1,3,1,4,5,1,5,2,2,4,1,3,4,4,4,1,4,5,3,5,1,4,4,4,1,1,4,4,4,5,2,5,45.362,45.362
5,3,1,3,5,5,4,3,1,4,5,4,5,3,4,3,1,2,3,2,4,3,3,1,2,5,5,2,3,1,5,1,3,2,2,5,44.946,44.946
2,3,4,3,5,5,2,1,2,2,2,2,4,1,2,5,1,2,2,5,2,3,5,5,1,4,5,4,2,5,2,2,1,5,3,3,43.379,43.379
1,4,5,1,1,5,2,1,3,4,2,5,1,2,2,2,2,5,3,3,2,5,3,1,5,3,5,4,4,5,5,2,3,2,1,1,41.017,41.017
5,2,5,5,4,4,2,5,4,4,5,5,2,3,1,1,5,5,1,1,5,3,2,4,2,4,5,3,4,1,2,1,3,3,5,4,47.111,47.111
3,5,3,2,1,1,4,3,3,5,3,2,3,3,5,5,3,2,4,1,2,5,2,2,3,4,5,5,2,5,2,1,3,3,3,2,43.892,43.892
5,1,3,3,3,2,1,2,3,3,5,3,5,2,3,5,2,3,4,2,1,5,5,3,4,4,2,1,3,5,1,4,5,4,1,5,45.731,45.731
4,1,1,4,5,4,2,3,3,5,1,2,3,3,1,5,4,3,2,1,4,2,1,3,5,5,1,3,1,3,1,3,2,1,2,5,39.858,39.858
2,4,5,1,2,5,1,5,3,3,3,3,2,5,2,3,4,1,2,1,3,4,5,4,1,5,4,3,4,1,2,1,5,5,5,4,46.099,46.099
4,4,1,2,2,3,5,4,2,4,1,2,4,4,1,3,3,2,4,4,5,5,3,3,3,4,3,3,3,3,1,3,1,3,5,4,45.4,45.4
1,1,2,4,4,4,5,4,5,3,5,3,5,5,4,1,3,1,3,5,1,5,3,5,2,5,4,3,4,2,3,3,3,4,5,3,49.093,49.093
2,3,4,4,2,5,1,1,2,4,5,5,5,2,3,5,4,2,4,2,2,4,5,1,3,1,4,5,1,4,1,5,5,1,4,3,45.885,45.885
5,1,5,3,5,3,4,3,3,5,5,3,1,4,1,5,4,4,5,3,3,3,3,3,4,5,4,2,4,2,1,4,1,3,4,2,47.427,47.427
3,1,2,2,5,3,5,5,4,2,1,5,1,1,3,3,3,5,1,2,3,1,2,5,3,4,4,1,2,5,5,5,5,2,5,2,43.85,43.85
5,5,1,3,5,3,2,4,2,3,1,3,4,3,5,2,2,4,1,5,5,5,5,3,2,5,4,1,3,2,3,4,4,1,3,3,46.857,46.857
1,4,4,5,5,5,2,5,1,5,2,1,1,1,1,5,3,4,4,1,1,2,1,5,1,1,3,4,4,2,4,2,5,3,3,5,42.586,42.586
5,4,1,5,5,5,5,5,5,3,2,3,4,5,1,4,5,4,1,3,3,2,3,1,1,5,4,4,1,4,3,5,4,4,1,5,49.252,49.252
5,2,4,2,3,5,5,3,1,5,4,1,1,3,4,5,2,1,5,4,3,2,4,1,3,1,5,4,1,1,4,5,5,3,1,1,43.119,43.119
1,5,4,1,2,3,2,4,4,3,5,5,5,3,4,5,4,5,4,4,3,5,3,5,4,2,3,5,3,5,1,1,1,2,3,4,49.264,49.264
3,3,1,1,5,4,1,5,1,1,2,1,5,5,3,4,3,5,2,2,3,4,3,1,1,4,4,4,4,3,2,1,2,4,1,3,40.307,40.307
2,4,3,3,1,5,5,5,5,3,2,1,4,2,3,2,2,2,5,4,4,5,2,4,1,1,4,1,3,3,3,1,3,1,4,5,43.408,43.408
4,5,2,3,3,1,2,1,5,5,1,5,5,2,3,3,5,4,1,3,3,5,5,1,1,4,2,4,3,3,5,5,3,5,1,4,47.32,47.32
2,2,3,5,5,2,5,5,3,5,4,1,2,3,3,5,2,4,5,4,1,2,1,2,2,5,1,2,1,4,4,1,3,5,1,2,42.027,42.027
2,3,1,1,1,3,2,1,3,2,2,4,5,3,2,2,3,3,4,2,2,2,4,3,3,2,3,4,4,2,4,3,3,5,1,3,38.774,38.774
1,2,1,3,1,3,3,5,2,2,4,3,2,2,3,4,4,1,3,2,5,4,2,5,5,5,2,3,1,4,4,1,5,2,5,4,44.748,44.748
1,1,5,3,1,5,2,2,2,5,1,3,2,4,5,2,4,2,3,3,1,5,1,1,5,2,5,2,2,4,4,4,5,4,3,2,42.25,42.25
5,5,5,2,4,5,2,2,3,2,1,4,5,5,3,3,3,5,4,3,5,5,5,2,3,4,3,1,1,4,5,1,2,1,4,2,46.931,46.931
5,1,3,5,3,4,1,2,2,2,1,4,1,4,3,4,1,5,5,2,4,3,3,1,5,4,1,1,5,5,1,4,4,5,1,1,41.118,41.118
5,2,2,1,5,1,1,3,3,2,5,2,3,2,5,5,3,3,4,4,1,3,3,5,1,4,3,1,3,1,5,5,2,4,4,2,43.872,43.872
5,4,4,3,4,3,5,2,4,3,5,4,5,2,2,1,1,5,5,5,4,2,3,1,4,3,2,3,3,3,1,1,5,1,1,5,44.148,44.148
5,5,3,5,2,3,1,5,4,4,4,3,3,1,4,2,5,1,5,5,1,4,4,3,1,4,5,4,4,1,2,1,3,4,2,2,45.443,45.443
1,3,5,2,4,1,3,1,4,2,2,4,4,4,4,2,5,1,2,4,2,2,4,3,2,3,5,2,5,1,2,3,3,2,1,1,38.638,38.638
4,3,5,1,3,4,2,3,1,2,1,3,4,4,2,3,2,3,3,2,4,2,5,3,1,4,5,2,1,2,3,5,5,5,2,2,42.443,42.443
4,5,1,1,4,2,1,2,1,3,3,4,1,5,2,2,2,5,4,5,1,4,2,4,1,2,3,2,4,1,3,4,1,3,4,1,38.645,38.645
2,4,5,1,4,2,4,3,1,2,4,1,1,2,4,4,1,3,3,2,4,2,2,1,3,3,1,2,5,4,2,5,3,2,1,4,38.486,38.486
3,1,2,5,2,2,2,1,3,4,3,4,2,5,4,3,2,5,1,1,1,5,1,1,1,5,3,5,1,3,1,5,3,3,1,4,38.958,38.958
5,4,5,1,2,5,2,5,2,4,4,1,2,3,5,2,1,2,4,4,5,3,4,4,2,5,3,3,1,1,4,5,2,2,3,2,44.824,44.824
1,1,4,1,5,4,1,4,2,2,1,1,3,5,5,4,3,5,1,1,2,1,5,2,4,2,5,1,2,2,3,4,3,4,2,4,40.133,40.133
2,4,1,5,3,4,5,4,4,3,3,2,2,5,5,3,1,3,2,5,4,3,1,2,5,5,3,3,4,1,4,5,2,5,2,3,46.754,46.754
3,2,2,4,5,1,1,1,1,4,1,5,5,1,2,3,1,2,4,1,5,5,4,2,1,1,3,4,1,3,2,2,4,1,2,5,38.239,38.239
5,4,5,4,1,4,1,5,1,3,3,4,4,1,4,1,1,4,3,1,1,4,1,1,5,3,2,1,4,4,3,3,2,5,3,4,40.897,40.897
1,1,2,5,3,1,3,5,5,1,4,1,2,5,1,2,2,2,5,4,3,2,3,2,5,4,1,2,4,2,2,3,4,3,4,1,39.411,39.411
2,2,5,2,3,5,5,1,2,2,3,4,5,5,2,2,1,5,1,4,2,2,4,2,5,1,2,5,5,2,4,2,3,4,2,4,42.999,42.999
4,5,5,3,2,3,4,1,5,2,1,1,2,3,2,3,3,3,5,5,1,4,3,4,3,5,4,3,1,5,2,5,1,4,5,4,46.613,46.613
5,4,1,2,3,1,3,3,5,5,2,2,5,4,5,1,2,1,4,3,4,4,2,2,2,2,3,4,2,1,3,1,2,4,1,1,38.498,38.498
3,2,3,2,3,2,3,1,2,5,1,3,4,4,5,4,3,3,1,5,5,1,3,4,5,1,4,2,2,4,1,2,1,5,2,4,42.382,42.382
1,5,5,1,1,1,3,5,1,1,2,2,3,4,1,2,1,4,1,2,4,2,3,4,1,3,2,5,5,5,3,1,2,1,4,5,38.628,38.628
3,1,4,4,1,1,1,3,1,2,3,4,5,2,4,5,2,1,5,3,1,2,3,4,1,4,4,5,5,1,1,5,1,4,4,3,41.7,41.7
1,2,4,2,1,1,2,1,2,3,5,3,1,3,3,4,3,1,3,5,5,5,3,3,4,1,1,5,5,5,1,4,5,3,4,5,45.272,45.272
5,3,4,3,1,4,4,5,1,5,5,5,4,5,5,2,5,5,4,2,5,2,2,1,2,4,4,2,4,4,1,3,2,4,2,4,48.139,48.139
3,3,5,1,5,1,1,3,1,5,3,1,5,2,3,1,2,5,5,4,2,1,3,2,2,5,4,5,4,5,4,5,2,1,5,3,44.628,44.628
3,3,2,3,4,3,4,1,1,2,4,3,2,2,2,4,3,1,1,5,3,3,2,5,5,2,5,1,4,3,2,2,3,5,5,5,44.352,44.352
4,4,2,5,4,5,4,1,5,5,2,5,4,2,5,5,5,1,5,5,5,1,1,3,3,4,4,1,5,4,2,2,3,1,3,2,47.738,47.738
1,5,3,2,1,5,1,4,1,4,5,2,4,3,2,2,1,4,1,5,3,3,5,3,1,2,4,3,5,5,3,5,2,1,2,2,42.088,42.088
5,3,1,2,1,2,3,4,4,1,1,5,3,2,1,5,1,4,3,2,5,3,3,4,2,1,1,4,5,3,5,3,3,4,5,1,41.925,41.925
2,1,1,4,5,4,5,4,1,3,4,4,5,3,3,5,3,4,4,5,2,3,4,3,3,2,5,2,1,1,3,1,1,2,5,2,44.192,44.192
5,5,3,3,5,4,5,3,4,2,2,1,4,2,1,1,2,1,5,1,1,3,1,1,2,1,5,1,2,2,5,4,2,5,4,2,38.395,38.395
2,4,3,2,2,2,5,4,1,4,1,1,5,5,2,5,3,2,3,4,4,4,5,4,3,4,1,1,2,3,4,5,5,4,1,2,45.841,45.841
2,1,1,1,3,1,3,3,2,1,3,1,2,1,5,4,5,4,1,5,4,4,2,3,1,4,1,1,5,1,2,5,4,5,2,5,41.347,41.347
5,2,3,3,2,3,2,1,5,4,4,1,5,2,1,3,4,4,3,3,4,1,4,5,3,5,2,5,2,1,3,2,1,5,1,1,41.585,41.585
1,2,3,5,2,2,4,5,5,2,2,2,5,5,4,3,2,2,3,3,3,2,3,2,5,5,2,3,4,3,5,1,2,1,5,3,43.883,43.883
5,5,1,2,1,1,3,4,1,1,3,2,3,1,4,2,3,3,1,4,5,4,4,1,4,5,1,2,4,5,2,1,1,1,5,2,39.291,39.291
4,2,5,2,5,2,3,5,4,3,4,2,5,4,2,4,1,1,2,3,5,5,2,4,5,3,4,2,3,3,2,3,4,4,5,4,48.644,48.644
4,2,2,1,2,1,1,4,3,1,1,5,4,5,4,1,3,2,4,1,4,1,1,5,2,4,3,1,2,5,5,1,3,4,1,2,36.847,36.847
5,1,4,2,1,1,1,1,5,5,5,3,5,2,5,1,5,5,1,4,3,5,2,3,5,1,3,1,1,4,1,2,1,2,3,3,40.616,40.616
5,5,5,3,2,2,3,5,1,3,5,5,5,5,1,5,5,4,4,4,1,3,2,3,4,5,1,5,3,1,2,5,3,5,1,3,49.047,49.047
5,5,4,4,1,1,5,3,1,3,2,4,1,3,2,1,4,3,5,2,4,1,2,3,2,1,2,1,3,5,2,4,2,2,2,5,39.065,39.065
5,2,1,3,3,4,2,1,2,5,2,5,2,4,2,3,3,1,2,5,3,2,3,4,5,1,3,5,3,3,4,5,4,2,4,5,45.761,45.761
1,3,3,4,2,1,5,3,5,3,3,1,2,5,2,1,5,4,2,2,5,1,2,2,2,4,5,4,5,4,1,4,5,1,2,3,41.931,41.931
2,3,1,1,2,3,5,3,2,1,4,4,1,1,3,1,3,4,1,4,5,2,3,1,5,1,1,3,4,2,3,3,3,5,3,2,37.892,37.892
1,3,5,3,3,3,5,1,4,3,3,3,3,2,4,3,3,3,2,4,5,1,5,1,1,2,4,4,2,2,5,1,5,3,3,4,43.772,43.772
2,1,3,1,4,3,1,3,1,3,4,1,3,3,3,1,1,1,1,2,5,1,4,1,1,3,4,3,4,5,2,1,1,5,3,4,35.839,35.839
4,4,4,4,5,1,3,5,2,2,2,1,4,2,4,1,3,5,1,5,1,4,4,5,3,4,1,5,2,4,1,3,1,2,3,5,43.86,43.86
4,2,5,2,5,1,3,4,4,2,2,2,3,5,5,4,2,1,4,4,2,2,4,3,2,3,2,3,5,5,4,1,2,4,3,2,43.307,43.307
5,4,5,4,2,2,5,4,5,3,5,5,1,3,5,3,5,5,3,1,1,4,4,3,2,2,3,4,2,3,4,5,2,1,5,5,49.206,49.206
5,4,3,1,5,4,1,5,3,1,5,5,3,2,2,3,2,5,1,5,5,3,2,5,2,3,4,1,1,4,1,2,3,5,1,3,43.468,43.468
3,4,5,3,3,3,1,2,1,1,5,3,5,4,3,2,1,1,3,4,2,2,5,3,2,2,3,1,2,3,4,4,5,3,4,5,43.216,43.216
5,3,4,5,4,3,4,5,1,4,2,4,4,2,1,5,4,5,3,4,5,2,5,4,3,2,4,5,5,1,2,5,5,3,5,4,53.251,53.251
4,3,4,2,3,4,5,2,3,2,5,4,2,4,1,3,4,1,2,1,2,1,2,2,3,3,4,4,1,1,1,4,4,3,2,4,39.117,39.117
4,1,5,3,2,2,4,4,3,4,3,3,3,5,3,3,5,1,4,3,3,5,1,3,2,4,5,5,4,4,3,2,2,5,1,5,47.326,47.326
5,1,5,5,1,1,5,4,5,5,3,2,1,5,2,5,5,3,3,4,3,4,4,3,3,2,4,4,4,3,2,5,3,3,2,1,47.303,47.303
1,4,5,3,3,2,2,1,5,4,5,5,3,3,3,2,3,4,3,1,4,2,3,3,2,2,5,4,1,2,4,4,1,5,1,4,42.898,42.898
4,1,2,1,2,1,2,1,5,1,4,3,3,4,5,1,1,4,2,1,5,4,5,5,2,1,1,1,5,1,1,4,5,4,4,1,38.642,38.642
2,1,5,4,4,1,3,2,5,3,4,2,1,1,2,3,3,1,1,4,4,5,5,3,2,5,3,1,5,1,5,2,5,3,5,3,44.783,44.783
1,4,4,5,5,3,2,4,1,2,4,4,2,3,1,5,2,1,5,3,1,2,1,2,5,5,1,5,5,1,1,3,3,3,4,5,43.164,43.164
5,4,5,1,4,4,1,5,2,3,5,1,5,3,3,5,5,2,3,2,1,1,4,5,1,4,5,1,5,1,3,3,5,3,2,5,47.063,47.063
2,2,2,1,2,1,5,4,5,4,3,5,2,1,3,1,2,2,3,3,1,4,4,4,1,2,3,3,3,4,4,2,3,1,4,5,40.627,40.627
1,1,4,4,1,1,3,5,4,1,4,4,4,2,1,2,1,1,5,2,4,2,4,1,4,1,2,3,3,2,3,4,1,3,1,2,35.378,35.378
4,4,3,1,4,1,1,5,3,2,5,2,5,3,4,3,3,2,5,3,2,5,3,3,2,5,4,4,1,3,3,4,3,5,2,5,47.403,47.403
5,5,5,3,3,2,4,2,2,2,5,2,1,3,2,2,2,5,3,1,3,3,4,4,3,5,5,2,1,2,4,4,5,3,3,4,45.405,45.405
2,1,4,1,4,2,3,5,4,2,2,3,4,4,5,2,2,5,1,3,5,4,1,2,4,4,2,5,5,2,1,1,3,3,5,3,43.243,43.243
4,5,1,2,4,2,5,3,4,1,2,2,1,1,1,2,4,3,1,3,4,4,4,4,4,2,5,4,1,1,4,2,2,1,4,1,39.016,39.016
2,2,3,5,4,4,1,3,2,5,4,3,4,1,2,5,1,2,1,5,5,4,2,1,3,5,5,5,2,2,4,5,1,1,4,4,45.935,45.935
3,4,2,3,2,4,4,1,5,1,2,1,3,3,5,2,5,5,4,2,2,5,4,5,5,4,4,2,2,4,1,3,4,4,2,3,45.735,45.735
5,2,4,4,5,2,5,1,3,2,2,2,4,1,3,1,4,3,1,4,4,2,1,1,3,4,5,1,5,2,4,4,5,3,3,4,43.064,43.064
4,4,5,3,1,5,5,3,2,2,2,2,1,3,5,5,2,3,5,1,3,5,3,4,4,1,5,5,5,2,4,1,3,2,2,2,44.571,44.571
3,2,2,5,3,4,5,5,2,1,4,5,3,2,1,1,4,3,4,4,4,2,1,3,5,5,5,4,5,2,1,5,4,2,1,3,44.712,44.712
4,4,1,2,4,1,4,5,4,3,2,5,3,4,2,4,5,2,4,1,4,4,5,2,3,3,1,4,2,3,2,5,3,1,4,4,45.796,45.796
4,4,2,1,2,2,4,3,4,5,4,4,5,4,1,2,5,4,5,4,4,2,3,1,4,4,5,5,3,3,4,3,2,1,1,4,46.631,46.631
5,3,1,3,5,2,2,1,2,2,5,3,2,1,5,1,3,2,1,4,3,5,3,4,5,2,2,4,3,1,3,2,3,1,1,4,39.499,39.499
3,1,5,4,4,3,5,2,4,4,4,3,4,2,4,1,3,1,2,5,4,1,3,3,1,3,2,5,1,3,2,1,3,3,2,5,41.845,41.845
5,2,3,3,5,2,2,1,5,1,2,1,3,3,5,4,5,4,2,1,3,5,3,3,3,3,5,3,1,3,2,3,5,1,1,1,40.739,40.739
4,5,1,3,1,1,2,2,3,1,3,2,3,4,4,2,3,4,3,4,4,3,3,2,4,5,1,1,3,4,1,3,1,3,4,3,40.278,40.278
1,5,4,1,3,3,3,4,1,5,1,4,5,3,5,4,5,3,3,2,5,1,2,2,5,4,2,3,1,1,5,1,3,5,4,5,46.536,46.536
1,1,5,4,5,1,3,1,5,3,1,3,5,2,5,5,3,2,4,5,2,1,1,4,3,4,5,4,2,2,2,4,4,2,3,3,43.803,43.803
5,2,3,2,3,1,3,3,5,5,2,1,4,1,5,5,2,5,5,1,3,2,4,4,5,5,1,1,3,4,5,3,1,1,1,5,44.367,44.367
3,2,1,2,5,5,3,2,5,5,5,4,4,3,5,4,4,5,1,5,5,2,5,4,1,3,3,2,3,5,3,2,4,1,5,2,49.334,49.334
2,1,2,3,1,2,1,4,3,4,3,4,2,5,5,3,1,2,5,2,1,5,2,2,5,5,1,2,3,2,1,4,5,4,3,2,40.876,40.876
5,2,4,5,1,5,2,5,2,5,1,2,5,1,4,3,2,3,3,4,3,5,1,5,2,4,3,3,4,5,4,1,5,2,1,1,44.403,44.403
5,2,5,1,5,4,3,4,4,5,2,1,1,2,4,1,2,2,1,5,3,5,2,3,3,5,4,5,1,3,4,4,1,1,1,2,41.563,41.563
2,4,4,3,4,5,5,4,5,2,2,4,2,3,4,1,5,4,5,5,4,1,3,3,5,1,3,2,3,1,5,4,1,4,5,1,46.18,46.18
1,2,2,2,2,1,3,3,1,4,4,5,2,4,3,1,5,4,5,5,5,3,3,5,2,2,4,1,4,4,5,2,5,4,4,2,46.255,46.255
3,3,4,3,5,5,3,1,3,1,3,1,2,3,1,2,5,2,5,1,1,5,3,4,3,1,4,5,2,3,1,3,5,2,2,2,39.766,39.766
5,2,4,4,1,2,2,3,1,2,1,1,4,5,1,3,4,1,1,1,2,2,4,2,3,4,4,1,3,3,1,5,2,1,3,1,35.13,35.13
2,2,4,1,3,3,2,2,2,4,2,1,2,2,4,3,4,1,2,4,1,1,2,5,2,1,1,3,5,2,1,4,2,3,3,3,35.883,35.883
2,4,4,3,2,4,4,1,5,5,2,2,2,1,4,3,4,5,2,1,3,1,5,4,1,4,1,2,2,2,3,1,1,4,4,3,40.477,40.477
4,5,2,3,1,3,2,1,5,5,4,3,3,5,4,5,3,2,5,3,1,1,5,1,3,4,5,2,5,2,2,3,3,5,4,1,45.554,45.554
5,4,2,4,2,3,5,3,3,1,1,2,1,5,2,3,5,2,1,3,5,4,3,3,3,1,4,2,2,3,2,5,2,1,3,2,40.373,40.373
4,1,3,5,4,2,3,4,3,2,1,5,3,2,2,3,4,3,5,5,4,4,3,2,1,3,4,3,1,3,5,4,2,4,4,1,44.541,44.541
3,4,3,4,5,5,3,5,5,5,4,5,1,3,1,3,3,4,2,2,4,2,5,4,2,3,5,5,5,2,3,3,1,5,4,5,50.749,50.749
2,2,5,4,3,4,2,1,2,3,2,5,5,1,3,2,3,4,4,4,4,2,4,4,1,1,5,2,4,1,1,5,3,3,4,5,44.406,44.406
5,2,2,1,3,5,5,1,2,1,4,1,3,2,3,2,3,5,4,5,4,5,4,1,2,3,3,4,5,2,1,5,2,1,4,4,44.02,44.02
4,5,5,5,1,3,5,3,4,5,2,3,3,1,4,4,3,3,5,5,4,2,1,1,1,1,4,4,1,2,5,3,5,3,1,2,44.233,44.233
2,3,3,3,3,1,4,5,4,4,1,1,4,3,3,2,1,1,2,5,5,1,2,1,4,3,3,3,4,5,5,3,3,3,5,3,43.144,43.144
4,4,1,5,1,3,2,4,2,5,5,3,5,1,1,1,4,5,5,2,3,5,2,4,1,1,1,3,5,3,2,1,1,3,2,1,39.519,39.519
1,1,1,2,1,1,3,4,1,3,5,2,2,2,4,2,2,5,3,2,5,3,4,5,4,3,1,3,1,1,5,5,4,2,3,1,39.756,39.756
5,1,2,5,4,5,4,4,1,5,5,3,5,1,1,5,2,4,3,2,1,4,2,5,3,5,2,1,5,2,4,3,3,3,1,4,45.842,45.842
1,5,1,1,4,3,3,5,4,3,2,4,5,3,2,3,5,1,2,1,4,5,1,4,4,2,1,3,4,3,2,5,2,2,4,5,44.125,44.125
1,2,5,3,4,1,3,3,5,2,1,5,3,5,1,3,4,2,1,5,3,2,3,3,4,5,4,2,1,1,3,4,5,1,1,2,40.727,40.727
5,3,5,4,2,3,4,5,2,3,1,5,5,5,2,2,1,3,4,5,3,2,2,1,4,5,4,3,5,5,3,2,4,4,4,1,46.676,46.676
3,1,4,1,1,5,1,5,1,5,4,3,3,1,2,5,1,3,1,3,4,4,5,2,2,3,3,3,3,3,1,5,2,4,3,5,43.648,43.648
4,2,4,3,4,5,5,5,5,2,3,5,3,4,3,4,1,4,2,2,2,1,2,1,3,3,5,2,3,4,5,2,4,3,1,2,42.786,42.786
4,1,1,2,4,4,3,2,4,5,5,4,4,1,4,5,3,1,4,1,4,3,4,3,2,1,3,3,3,4,1,2,5,5,3,2,43.931,43.931
1,3,5,3,3,3,1,3,5,2,5,5,2,3,5,2,2,1,5,3,3,1,1,3,3,2,2,4,3,5,3,4,5,2,3,3,42.292,42.292
1,5,2,4,3,1,2,4,1,4,4,5,4,4,3,4,1,5,5,5,4,4,1,3,5,1,2,1,4,3,2,3,5,4,2,5,46.843,46.843
4,1,4,4,3,1,1,4,3,5,5,2,4,5,3,3,4,4,5,5,4,4,2,4,2,1,4,3,1,3,2,4,3,5,3,1,46.216,46.216
1,2,3,4,3,1,3,4,5,5,4,2,5,2,3,5,2,1,3,2,4,1,5,3,1,5,5,4,4,1,1,5,5,2,2,1,43.613,43.613
4,3,3,2,4,1,4,1,4,3,4,3,3,2,1,1,5,2,3,5,1,3,1,5,2,2,4,2,1,2,4,2,4,2,3,3,39.361,39.361
4,1,2,2,5,4,2,1,1,3,3,3,2,5,2,3,5,5,3,5,5,2,2,4,4,5,2,2,1,1,4,3,3,5,5,2,45.217,45.217
5,3,1,2,3,4,5,2,3,4,3,2,5,5,4,2,5,2,2,1,2,1,3,4,3,1,3,1,3,2,5,5,1,2,1,2,39.48,39.48
3,3,3,3,1,1,4,1,4,1,2,4,3,1,5,5,5,3,5,1,1,3,4,5,4,5,3,3,2,5,4,4,5,2,2,5,46.47,46.47
5,1,4,4,5,4,5,2,3,1,2,4,3,4,1,2,4,4,5,3,4,5,5,5,3,4,3,5,4,1,2,5,1,2,3,2,47.048,47.048
2,5,1,2,4,2,2,3,2,4,5,2,1,3,5,4,4,2,2,3,4,1,4,3,3,4,2,4,1,3,2,5,4,5,3,1,43.292,43.292
5,1,1,3,1,1,5,5,2,3,4,1,5,4,5,1,3,4,5,1,3,2,2,1,4,2,4,5,3,4,4,5,4,1,1,2,41.315,41.315
1,2,1,5,5,4,5,2,3,4,3,1,3,1,3,1,2,5,1,2,2,5,5,3,1,4,1,4,2,2,5,3,5,4,3,5,44.045,44.045
2,3,3,4,2,1,5,2,3,1,5,4,1,5,1,1,1,3,1,2,2,5,3,4,2,1,1,3,1,1,4,3,5,3,2,5,38.003,38.003
3,2,5,4,3,1,3,5,3,1,1,3,3,5,5,2,3,3,4,2,5,4,5,2,3,2,2,1,3,5,3,1,3,1,4,5,43.706,43.706
1,3,3,1,2,5,3,4,5,2,4,1,1,3,5,2,2,1,1,3,2,5,1,4,5,2,5,3,4,1,2,5,3,2,3,1,39.468,39.468
4,2,1,2,2,1,1,2,2,1,4,5,4,2,4,3,3,3,5,1,2,3,2,3,4,4,3,5,1,3,1,1,3,2,3,3,37.808,37.808
2,2,4,4,5,4,4,4,3,5,5,5,5,1,4,1,2,4,1,5,4,2,2,1,1,4,4,2,5,5,4,3,3,4,5,4,48.679,48.679
1,5,4,3,4,2,2,1,4,1,5,1,2,5,1,5,3,3,1,2,2,5,5,2,2,3,5,5,4,2,1,3,1,5,1,2,41.072,41.072
4,5,5,2,5,4,5,5,5,4,3,3,4,2,5,4,4,3,5,2,3,3,2,5,1,1,1,5,5,2,4,4,4,1,1,1,46.727,46.727
1,4,4,1,5,1,2,2,2,5,1,1,4,5,2,5,1,2,3,2,2,4,4,3,4,2,2,5,3,2,4,2,1,3,1,5,40.622,40.622
1,1,4,2,1,3,4,2,4,1,4,5,5,5,5,5,1,2,1,5,2,3,5,4,4,1,2,4,1,4,5,2,2,4,4,5,45.871,45.871
5,1,3,2,3,1,3,1,3,2,4,1,2,4,1,5,3,1,4,3,2,5,1,4,4,1,2,2,2,1,3,5,4,2,3,2,38.374,38.374
5,5,4,1,4,2,3,5,4,2,1,2,2,1,3,3,5,2,2,4,4,3,3,5,2,1,3,2,2,2,4,5,2,2,4,2,42.374,42.374
1,5,1,1,5,5,2,2,2,4,3,5,4,3,2,3,4,4,1,4,4,5,3,3,5,1,3,5,3,4,5,2,1,4,1,1,43.998,43.998
3,3,5,4,5,2,2,2,3,1,1,4,5,3,4,5,3,4,5,1,4,4,1,1,4,2,5,1,3,3,4,3,2,1,4,1,41.97,41.97
5,1,2,2,3,5,1,2,2,1,4,4,2,3,1,4,5,4,2,1,3,2,3,1,5,2,4,3,4,3,2,2,4,4,2,1,38.7,38.7
